"E:0","E:1","E:2","epsilon","epsilonD","epsilonI","volt","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0021908,0.0019294,20154,nan,nan,nan,82.583,1,0.022345,0,0,0.022345
0.0021875,0.0019261,19602,nan,nan,nan,80.312,1,0.022448,0,0,0.022448
0.0021835,0.001923,19162,nan,nan,nan,78.502,1,0.02255,0,0,0.02255
0.0021795,0.00192,18750,nan,nan,nan,76.808,1,0.022652,0,0,0.022652
0.0021754,0.001917,18338,nan,nan,nan,75.113,1,0.022755,0,0,0.022755
0.0021714,0.0019139,17925,nan,nan,nan,73.419,1,0.022858,0,0,0.022858
0.0021674,0.0019109,17513,nan,nan,nan,71.725,1,0.02296,0,0,0.02296
0.0021633,0.0019079,17101,nan,nan,nan,70.031,1,0.023062,0,0,0.023062
0.0021593,0.0019048,16689,nan,nan,nan,68.336,1,0.023165,0,0,0.023165
0.0021552,0.0019018,16277,nan,nan,nan,66.642,1,0.023268,0,0,0.023268
0.0021512,0.0018988,15865,nan,nan,nan,64.948,1,0.02337,0,0,0.02337
0.0021471,0.0018957,15453,nan,nan,nan,63.254,1,0.023472,0,0,0.023472
0.0021431,0.0018927,15041,nan,nan,nan,61.559,1,0.023575,0,0,0.023575
0.002139,0.0018896,14628,nan,nan,nan,59.865,1,0.023677,0,0,0.023677
0.0021346,0.0018856,14276,nan,nan,nan,58.418,1,0.02378,0,0,0.02378
0.0021298,0.0018808,13974,nan,nan,nan,57.176,1,0.023882,0,0,0.023882
0.002125,0.0018759,13671,nan,nan,nan,55.933,1,0.023985,0,0,0.023985
0.0021203,0.0018711,13369,nan,nan,nan,54.691,1,0.024087,0,0,0.024087
0.0021155,0.0018662,13067,nan,nan,nan,53.449,1,0.02419,0,0,0.02419
0.0021107,0.0018614,12764,nan,nan,nan,52.206,1,0.024293,0,0,0.024293
0.0021059,0.0018565,12462,nan,nan,nan,50.964,1,0.024395,0,0,0.024395
0.0021012,0.0018517,12159,nan,nan,nan,49.722,1,0.024497,0,0,0.024497
0.0020964,0.0018469,11857,nan,nan,nan,48.479,1,0.0246,0,0,0.0246
0.0020916,0.001842,11554,nan,nan,nan,47.237,1,0.024703,0,0,0.024703
0.0020868,0.0018372,11252,nan,nan,nan,45.995,1,0.024805,0,0,0.024805
0.0020821,0.0018323,10950,nan,nan,nan,44.752,1,0.024907,0,0,0.024907
0.0020773,0.0018275,10647,nan,nan,nan,43.51,1,0.02501,0,0,0.02501
0.0020721,0.0018223,10392,nan,nan,nan,42.462,1,0.025113,0,0,0.025113
0.0020667,0.0018168,10174,nan,nan,nan,41.568,1,0.025215,0,0,0.025215
0.0020612,0.0018114,9955.9,nan,nan,nan,40.673,1,0.025317,0,0,0.025317
